"symbol"	"ensembl_gene_id"	"gene_family"	"name"	"refseq_accession"
"ZBTB39"	"ENSG00000166860"	"Zinc fingers C2H2-type;BTB domain containing"	"zinc finger and BTB domain containing 39"	"NM_014830"
"ZBTB40"	"ENSG00000184677"	"Zinc fingers C2H2-type;BTB domain containing"	"zinc finger and BTB domain containing 40"	"NM_014870"
"ZBTB41"	"ENSG00000177888"	"Zinc fingers C2H2-type;BTB domain containing"	"zinc finger and BTB domain containing 41"	"NM_194314"
"ZBTB42"	"ENSG00000179627"	"Zinc fingers C2H2-type;BTB domain containing"	"zinc finger and BTB domain containing 42"	"NM_001137601"
"ZBTB43"	"ENSG00000169155"	"Zinc fingers C2H2-type;BTB domain containing"	"zinc finger and BTB domain containing 43"	"NM_001135776"
"ZBTB44"	"ENSG00000196323"	"Zinc fingers C2H2-type;BTB domain containing"	"zinc finger and BTB domain containing 44"	"NM_014155"
"ZBTB45"	"ENSG00000119574"	"Zinc fingers C2H2-type;BTB domain containing"	"zinc finger and BTB domain containing 45"	"NM_032792"
"ZBTB46"	"ENSG00000130584"	"Zinc fingers C2H2-type;BTB domain containing"	"zinc finger and BTB domain containing 46"	"NM_025224"
"ZBTB47"	"ENSG00000114853"	"Zinc fingers C2H2-type;BTB domain containing"	"zinc finger and BTB domain containing 47"	"NM_145166"
"ZBTB48"	"ENSG00000204859"	"Zinc fingers C2H2-type;BTB domain containing"	"zinc finger and BTB domain containing 48"	"NM_005341"
"ZBTB49"	"ENSG00000168826"	"Zinc fingers C2H2-type;BTB domain containing"	"zinc finger and BTB domain containing 49"	"NM_145291"
"ZC2HC1A"	"ENSG00000104427"	"Zinc fingers C2HC-type"	"zinc finger C2HC-type containing 1A"	"NM_016010"
"ZC2HC1B"	"ENSG00000118491"	"Zinc fingers C2HC-type"	"zinc finger C2HC-type containing 1B"	"NM_001013623"
"ZC2HC1C"	"ENSG00000119703"	"Zinc fingers C2HC-type"	"zinc finger C2HC-type containing 1C"	"NM_001042430"
"ZC3H3"	"ENSG00000014164"	"Zinc fingers CCCH-type"	"zinc finger CCCH-type containing 3"	"NM_015117"
"ZC3H4"	"ENSG00000130749"	"Zinc fingers CCCH-type;Armadillo-like helical domain containing"	"zinc finger CCCH-type containing 4"	"NM_015168"
"ZC3H6"	"ENSG00000188177"	"Zinc fingers CCCH-type"	"zinc finger CCCH-type containing 6"	"NM_198581"
"ZC3H7A"	"ENSG00000122299"	"Zinc fingers CCCH-type;Tetratricopeptide repeat domain containing"	"zinc finger CCCH-type containing 7A"	"NM_014153"
"ZC3H7B"	"ENSG00000100403"	"Zinc fingers CCCH-type;Tetratricopeptide repeat domain containing"	"zinc finger CCCH-type containing 7B"	"NM_017590"
"ZC3H8"	"ENSG00000144161"	"Zinc fingers CCCH-type"	"zinc finger CCCH-type containing 8"	"NM_032494"
"ZC3H10"	"ENSG00000135482"	"Zinc fingers CCCH-type"	"zinc finger CCCH-type containing 10"	"NM_032786"
"ZC3H11A"	"ENSG00000058673"	"Zinc fingers CCCH-type"	"zinc finger CCCH-type containing 11A"	"NM_014827"
"ZC3H11B"	"ENSG00000215817"	"Zinc fingers CCCH-type"	"zinc finger CCCH-type containing 11B"	"NM_001355457"
"ZC3H12A"	"ENSG00000163874"	"Zinc fingers CCCH-type"	"zinc finger CCCH-type containing 12A"	"NM_025079"
"ZC3H12B"	"ENSG00000102053"	"Zinc fingers CCCH-type"	"zinc finger CCCH-type containing 12B"	"XM_293334"
"ZC3H12C"	"ENSG00000149289"	"Zinc fingers CCCH-type"	"zinc finger CCCH-type containing 12C"	"NM_033390"
"ZC3H12D"	"ENSG00000178199"	"Zinc fingers CCCH-type"	"zinc finger CCCH-type containing 12D"	"NM_207360"
"ZC3H13"	"ENSG00000123200"	"Zinc fingers CCCH-type;WTAP complex"	"zinc finger CCCH-type containing 13"	"NM_015070"
"ZC3H14"	"ENSG00000100722"	"Zinc fingers CCCH-type"	"zinc finger CCCH-type containing 14"	"NM_024824"
"ZC3H15"	"ENSG00000065548"	"Zinc fingers CCCH-type"	"zinc finger CCCH-type containing 15"	"NM_018471"
"ZC3H18"	"ENSG00000158545"	"Zinc fingers CCCH-type"	"zinc finger CCCH-type containing 18"	"NM_144604"
"ZC3HAV1"	"ENSG00000105939"	"Zinc fingers CCCH-type;Poly(ADP-ribose) polymerases"	"zinc finger CCCH-type containing, antiviral 1"	"NM_020119"
"ZC3HAV1L"	"ENSG00000146858"	"Zinc fingers CCCH-type"	"zinc finger CCCH-type containing, antiviral 1 like"	"NM_080660"
"ZC3HC1"	"ENSG00000091732"	"Zinc fingers"	"zinc finger C3HC-type containing 1"	"NM_016478"
"ZC4H2"	"ENSG00000126970"	"Zinc fingers"	"zinc finger C4H2-type containing"	"NM_018684"
"ZCCHC2"	"ENSG00000141664"	"Zinc fingers CCHC-type"	"zinc finger CCHC-type containing 2"	"NM_017742"
"ZCCHC3"	"ENSG00000247315"	"Zinc fingers CCHC-type"	"zinc finger CCHC-type containing 3"	"NM_033089"
"ZCCHC4"	"ENSG00000168228"	"Zinc fingers CCHC-type;Zinc fingers GRF-type;Seven-beta-strand methyltransferase motif containing"	"zinc finger CCHC-type containing 4"	"NM_001318148"
"ZCCHC7"	"ENSG00000147905"	"Zinc fingers CCHC-type"	"zinc finger CCHC-type containing 7"	"NM_032226"
"ZCCHC8"	"ENSG00000033030"	"Zinc fingers CCHC-type;Nuclear exosome targeting complex"	"zinc finger CCHC-type containing 8"	"NM_017612"
"ZCCHC9"	"ENSG00000131732"	"Zinc fingers CCHC-type;Protein phosphatase 1 regulatory subunits"	"zinc finger CCHC-type containing 9"	"NM_032280"
"ZCCHC10"	"ENSG00000155329"	"Zinc fingers CCHC-type"	"zinc finger CCHC-type containing 10"	"NM_017665"
"ZCCHC12"	"ENSG00000174460"	"Zinc fingers CCHC-type;Paraneoplastic Ma antigens"	"zinc finger CCHC-type containing 12"	"NM_173798"
"ZCCHC13"	"ENSG00000187969"	"Zinc fingers CCHC-type"	"zinc finger CCHC-type containing 13"	"NM_203303"
"ZCCHC14"	"ENSG00000140948"	"Zinc fingers CCHC-type;Sterile alpha motif domain containing"	"zinc finger CCHC-type containing 14"	"NM_015144"
"ZCCHC17"	"ENSG00000121766"	"Zinc fingers CCHC-type"	"zinc finger CCHC-type containing 17"	"NM_016505"
"ZCCHC18"	"ENSG00000166707"	"Zinc fingers CCHC-type;Paraneoplastic Ma antigens"	"zinc finger CCHC-type containing 18"	"NM_001143978"
"ZCCHC24"	"ENSG00000165424"	"Zinc fingers CCHC-type;Zinc fingers 3CxxC-type"	"zinc finger CCHC-type containing 24"	"NM_153367"
"ZCRB1"	"ENSG00000139168"	"Zinc fingers CCHC-type;RNA binding motif containing;U11/U12 di-snRNP"	"zinc finger CCHC-type and RNA binding motif containing 1"	"NM_033114"
"ZCWPW1"	"ENSG00000078487"	"Zinc fingers CW-type;PWWP domain containing"	"zinc finger CW-type and PWWP domain containing 1"	"NM_017984"
"ZCWPW2"	"ENSG00000206559"	"Zinc fingers CW-type;PWWP domain containing"	"zinc finger CW-type and PWWP domain containing 2"	"XM_087384"
"ZDBF2"	"ENSG00000204186"	"Zinc fingers DBF-type"	"zinc finger DBF-type containing 2"	"NM_020923"
"ZDHHC1"	"ENSG00000159714"	"Zinc fingers DHHC-type"	"zinc finger DHHC-type containing 1"	"NM_013304"
"ZDHHC2"	"ENSG00000104219"	"Zinc fingers DHHC-type"	"zinc finger DHHC-type containing 2"	"NM_016353"
"ZDHHC3"	"ENSG00000163812"	"Zinc fingers DHHC-type"	"zinc finger DHHC-type containing 3"	"NM_016598"
"ZDHHC4"	"ENSG00000136247"	"Zinc fingers DHHC-type"	"zinc finger DHHC-type containing 4"	"NM_018106"
"ZDHHC5"	"ENSG00000156599"	"Zinc fingers DHHC-type"	"zinc finger DHHC-type containing 5"	"NM_015457"
"ZDHHC6"	"ENSG00000023041"	"Zinc fingers DHHC-type"	"zinc finger DHHC-type containing 6"	"NM_022494"
"ZDHHC7"	"ENSG00000153786"	"Zinc fingers DHHC-type"	"zinc finger DHHC-type containing 7"	"NM_017740"
"ZDHHC8"	"ENSG00000099904"	"Zinc fingers DHHC-type"	"zinc finger DHHC-type containing 8"	"NM_013373"
"ZDHHC9"	"ENSG00000188706"	"Zinc fingers DHHC-type"	"zinc finger DHHC-type containing 9"	"NM_016032"
"ZDHHC11"	"ENSG00000188818"	"Zinc fingers DHHC-type"	"zinc finger DHHC-type containing 11"	"NM_024786"
"ZDHHC11B"	"ENSG00000206077"	"Zinc fingers DHHC-type"	"zinc finger DHHC-type containing 11B"	"XM_926053"
"ZDHHC12"	"ENSG00000160446"	"Zinc fingers DHHC-type"	"zinc finger DHHC-type containing 12"	"NM_032799"
"ZDHHC13"	"ENSG00000177054"	"Zinc fingers DHHC-type;Ankyrin repeat domain containing"	"zinc finger DHHC-type containing 13"	"NM_019028"
"ZDHHC14"	"ENSG00000175048"	"Zinc fingers DHHC-type"	"zinc finger DHHC-type containing 14"	"NM_153746"
"ZDHHC15"	"ENSG00000102383"	"Zinc fingers DHHC-type;X-linked mental retardation"	"zinc finger DHHC-type containing 15"	"NM_144969"
"ZDHHC16"	"ENSG00000171307"	"Zinc fingers DHHC-type"	"zinc finger DHHC-type containing 16"	"NM_032327"
"ZDHHC17"	"ENSG00000186908"	"Zinc fingers DHHC-type;Ankyrin repeat domain containing"	"zinc finger DHHC-type containing 17"	"NM_015336"
"ZDHHC18"	"ENSG00000204160"	"Zinc fingers DHHC-type"	"zinc finger DHHC-type containing 18"	"NM_032283"
"ZDHHC19"	"ENSG00000163958"	"Zinc fingers DHHC-type"	"zinc finger DHHC-type containing 19"	"NM_144637"
"ZDHHC20"	"ENSG00000180776"	"Zinc fingers DHHC-type"	"zinc finger DHHC-type containing 20"	"NM_153251"
"ZDHHC21"	"ENSG00000175893"	"Zinc fingers DHHC-type"	"zinc finger DHHC-type containing 21"	"NM_178566"
"ZDHHC22"	"ENSG00000177108"	"Zinc fingers DHHC-type"	"zinc finger DHHC-type containing 22"	"NM_174976"
"ZDHHC23"	"ENSG00000184307"	"Zinc fingers DHHC-type"	"zinc finger DHHC-type containing 23"	"NM_173570"
"ZDHHC24"	"ENSG00000174165"	"Zinc fingers DHHC-type"	"zinc finger DHHC-type containing 24"	"NM_207340"
"ZEB1"	"ENSG00000148516"	"Zinc fingers C2H2-type;ZF class homeoboxes and pseudogenes"	"zinc finger E-box binding homeobox 1"	"NM_030751"
"ZEB2"	"ENSG00000169554"	"Zinc fingers C2H2-type;ZF class homeoboxes and pseudogenes"	"zinc finger E-box binding homeobox 2"	"NM_014795"
"ZER1"	"ENSG00000160445"	"ZYG11 cell cycle regulator family;Armadillo-like helical domain containing"	"zyg-11 related cell cycle regulator"	"NM_006336"
"ZFAND1"	"ENSG00000104231"	"Zinc fingers AN1-type"	"zinc finger AN1-type containing 1"	"NM_024699"
"ZFAND2A"	"ENSG00000178381"	"Zinc fingers AN1-type"	"zinc finger AN1-type containing 2A"	"NM_182491"
"ZFAND2B"	"ENSG00000158552"	"Zinc fingers AN1-type"	"zinc finger AN1-type containing 2B"	"NM_138802"
"ZFAND3"	"ENSG00000156639"	"Zinc fingers AN1-type"	"zinc finger AN1-type containing 3"	"NM_021943"
"ZFAND4"	"ENSG00000172671"	"Zinc fingers AN1-type"	"zinc finger AN1-type containing 4"	"NM_174890"
"ZFAND5"	"ENSG00000107372"	"Zinc fingers AN1-type"	"zinc finger AN1-type containing 5"	"NM_001102420"
"ZFAND6"	"ENSG00000086666"	"Zinc fingers AN1-type"	"zinc finger AN1-type containing 6"	"NM_019006"
"ZFAT"	"ENSG00000066827"	"Zinc fingers C2H2-type"	"zinc finger and AT-hook domain containing"	"NM_001029939"
"ZFC3H1"	"ENSG00000133858"	"Zinc fingers"	"zinc finger C3H1-type containing"	"NM_144982"
"ZFHX2"	"ENSG00000136367"	"Zinc fingers C2H2-type;ZF class homeoboxes and pseudogenes"	"zinc finger homeobox 2"	"NM_014894"
"ZFHX3"	"ENSG00000140836"	"Zinc fingers C2H2-type;ZF class homeoboxes and pseudogenes"	"zinc finger homeobox 3"	"NM_006885"
"ZFHX4"	"ENSG00000091656"	"ZF class homeoboxes and pseudogenes"	"zinc finger homeobox 4"	"NM_024721"
"ZFP1"	"ENSG00000184517"	"Zinc fingers C2H2-type"	"ZFP1 zinc finger protein"	"NM_153688"
"ZFP2"	"ENSG00000198939"	"Zinc fingers C2H2-type"	"ZFP2 zinc finger protein"	"NM_030613"
"ZFP3"	"ENSG00000180787"	"Zinc fingers C2H2-type"	"ZFP3 zinc finger protein"	"NM_153018"
"ZFP14"	"ENSG00000142065"	"Zinc fingers C2H2-type"	"ZFP14 zinc finger protein"	"NM_020917"
"ZFP28"	"ENSG00000196867"	"Zinc fingers C2H2-type"	"ZFP28 zinc finger protein"	"NM_020828"
"ZFP30"	"ENSG00000120784"	"Zinc fingers C2H2-type"	"ZFP30 zinc finger protein"	"NM_014898"
"ZFP36"	"ENSG00000128016"	"Zinc fingers CCCH-type"	"ZFP36 ring finger protein"	"NM_003407"
"ZFP36L1"	"ENSG00000185650"	"Zinc fingers CCCH-type"	"ZFP36 ring finger protein like 1"	"NM_001244698"
"ZFP36L2"	"ENSG00000152518"	"Zinc fingers CCCH-type"	"ZFP36 ring finger protein like 2"	"NM_006887"
"ZFP37"	"ENSG00000136866"	"Zinc fingers C2H2-type"	"ZFP37 zinc finger protein"	"NM_003408"
"ZFP41"	"ENSG00000181638"	"Zinc fingers C2H2-type"	"ZFP41 zinc finger protein"	"NM_173832"
"ZFP42"	"ENSG00000179059"	"Zinc fingers C2H2-type"	"ZFP42 zinc finger protein"	"NM_174900"
"ZFP57"	"ENSG00000204644"	"Zinc fingers C2H2-type"	"ZFP57 zinc finger protein"	"XM_294093"
"ZFP62"	"ENSG00000196670"	"Zinc fingers C2H2-type"	"ZFP62 zinc finger protein"	"NM_152283"
"ZFP64"	"ENSG00000020256"	"Zinc fingers C2H2-type"	"ZFP64 zinc finger protein"	"NM_018197"
"ZFP69"	"ENSG00000187815"	"Zinc fingers C2H2-type;SCAN domain containing"	"ZFP69 zinc finger protein"	"NM_198494"
"ZFP69B"	"ENSG00000187801"	"Zinc fingers C2H2-type;SCAN domain containing"	"ZFP69 zinc finger protein B"	"NM_023070"
"ZFP82"	"ENSG00000181007"	"Zinc fingers C2H2-type"	"ZFP82 zinc finger protein"	"NM_133466"
"ZFP90"	"ENSG00000184939"	"Zinc fingers C2H2-type"	"ZFP90 zinc finger protein"	"XM_085375"
"ZFP91"	"ENSG00000186660"	"Zinc fingers C2H2-type"	"ZFP91 zinc finger protein"	"NM_053023"
"ZFP92"	"ENSG00000189420"	"Zinc fingers C2H2-type"	"ZFP92 zinc finger protein"	"NM_001136273"
"ZFPL1"	"ENSG00000162300"	"NULL"	"zinc finger protein like 1"	"NM_006782"
"ZFPM1"	"ENSG00000179588"	"Zinc fingers C2H2-type;Zinc fingers C2HC-type;SET domain containing"	"zinc finger protein, FOG family member 1"	"NM_153813"
"ZFPM2"	"ENSG00000169946"	"Zinc fingers C2H2-type;Zinc fingers C2HC-type;SET domain containing"	"zinc finger protein, FOG family member 2"	"NM_012082"
"ZFR"	"ENSG00000056097"	"NULL"	"zinc finger RNA binding protein"	"NM_016107"
"ZFR2"	"ENSG00000105278"	"NULL"	"zinc finger RNA binding protein 2"	"NM_015174"
"ZFX"	"ENSG00000005889"	"Zinc fingers C2H2-type"	"zinc finger protein X-linked"	"NM_003410"
"ZFY"	"ENSG00000067646"	"Zinc fingers C2H2-type"	"zinc finger protein Y-linked"	"NM_003411"
"ZFYVE1"	"ENSG00000165861"	"Zinc fingers FYVE-type"	"zinc finger FYVE-type containing 1"	"NM_021260"
"ZFYVE9"	"ENSG00000157077"	"Zinc fingers FYVE-type"	"zinc finger FYVE-type containing 9"	"NM_007324"
"ZFYVE16"	"ENSG00000039319"	"Zinc fingers FYVE-type;Protein phosphatase 1 regulatory subunits"	"zinc finger FYVE-type containing 16"	"NM_014733"
"ZFYVE19"	"ENSG00000166140"	"Zinc fingers FYVE-type"	"zinc finger FYVE-type containing 19"	"NM_032850"
"ZFYVE21"	"ENSG00000100711"	"Zinc fingers FYVE-type"	"zinc finger FYVE-type containing 21"	"NM_024071"
"ZFYVE26"	"ENSG00000072121"	"Zinc fingers FYVE-type"	"zinc finger FYVE-type containing 26"	"NM_015346"
"ZFYVE27"	"ENSG00000155256"	"Zinc fingers FYVE-type"	"zinc finger FYVE-type containing 27"	"NM_144588"
"ZFYVE28"	"ENSG00000159733"	"Zinc fingers FYVE-type"	"zinc finger FYVE-type containing 28"	"XM_035371"
"ZG16"	"ENSG00000174992"	"NULL"	"zymogen granule protein 16"	"NM_152338"
"ZG16B"	"ENSG00000162078"	"NULL"	"zymogen granule protein 16B"	"NM_145252"
"ZGLP1"	"ENSG00000220201"	"GATA zinc finger domain containing"	"zinc finger, GATA-like protein 1"	"NM_001103167"
"ZGPAT"	"ENSG00000197114"	"Zinc fingers CCCH-type;G-patch domain containing"	"zinc finger CCCH-type and G-patch domain containing"	"NM_181484"
"ZGRF1"	"ENSG00000138658"	"Zinc fingers GRF-type;UPF1 like RNA helicases"	"zinc finger GRF-type containing 1"	"NM_018392"
"ZHX1"	"ENSG00000165156"	"Zinc fingers C2H2-type;ZF class homeoboxes and pseudogenes"	"zinc fingers and homeoboxes 1"	"NM_001017926"
"ZHX2"	"ENSG00000178764"	"Zinc fingers C2H2-type;ZF class homeoboxes and pseudogenes"	"zinc fingers and homeoboxes 2"	"NM_014943"
"ZHX3"	"ENSG00000174306"	"Zinc fingers C2H2-type;ZF class homeoboxes and pseudogenes"	"zinc fingers and homeoboxes 3"	"NM_015035"
"ZIC1"	"ENSG00000152977"	"Zinc fingers C2H2-type"	"Zic family member 1"	"NM_003412"
"ZIC2"	"ENSG00000043355"	"Zinc fingers C2H2-type"	"Zic family member 2"	"NM_007129"
"ZIC3"	"ENSG00000156925"	"Zinc fingers C2H2-type"	"Zic family member 3"	"NM_001330661"
"ZIC4"	"ENSG00000174963"	"Zinc fingers C2H2-type"	"Zic family member 4"	"NM_001168378"
"ZIC5"	"ENSG00000139800"	"Zinc fingers C2H2-type"	"Zic family member 5"	"NM_033132"
"ZIK1"	"ENSG00000171649"	"Zinc fingers C2H2-type"	"zinc finger protein interacting with K protein 1"	"NM_001010879"
"ZIM2"	"ENSG00000269699"	"Zinc fingers C2H2-type"	"zinc finger imprinted 2"	"NM_001146326"
"ZIM3"	"ENSG00000141946"	"Zinc fingers C2H2-type"	"zinc finger imprinted 3"	"NM_052882"
"ZKSCAN1"	"ENSG00000106261"	"Zinc fingers C2H2-type;SCAN domain containing"	"zinc finger with KRAB and SCAN domains 1"	"NM_003439"
"ZKSCAN2"	"ENSG00000155592"	"Zinc fingers C2H2-type;SCAN domain containing;Myb/SANT domain containing"	"zinc finger with KRAB and SCAN domains 2"	"NM_001012981"
"ZKSCAN3"	"ENSG00000189298"	"Zinc fingers C2H2-type;SCAN domain containing"	"zinc finger with KRAB and SCAN domains 3"	"NM_024493"
"ZKSCAN4"	"ENSG00000187626"	"Zinc fingers C2H2-type;SCAN domain containing"	"zinc finger with KRAB and SCAN domains 4"	"NM_019110"
"ZKSCAN5"	"ENSG00000196652"	"Zinc fingers C2H2-type;SCAN domain containing"	"zinc finger with KRAB and SCAN domains 5"	"NM_014569"
"ZKSCAN7"	"ENSG00000196345"	"Zinc fingers C2H2-type;SCAN domain containing"	"zinc finger with KRAB and SCAN domains 7"	"NM_018651"
"ZKSCAN8"	"ENSG00000198315"	"Zinc fingers C2H2-type;SCAN domain containing"	"zinc finger with KRAB and SCAN domains 8"	"NM_001278119"
"ZMAT1"	"ENSG00000166432"	"Zinc fingers matrin-type"	"zinc finger matrin-type 1"	"NM_001011657"
"ZMAT2"	"ENSG00000146007"	"Zinc fingers matrin-type;Spliceosomal B complex"	"zinc finger matrin-type 2"	"NM_144723"
"ZMAT3"	"ENSG00000172667"	"Zinc fingers matrin-type"	"zinc finger matrin-type 3"	"NM_152240"
"ZMAT4"	"ENSG00000165061"	"Zinc fingers matrin-type"	"zinc finger matrin-type 4"	"NM_024645"
"ZMAT5"	"ENSG00000100319"	"Zinc fingers CCCH-type;Zinc fingers matrin-type;U11/U12 di-snRNP"	"zinc finger matrin-type 5"	"NM_019103"
"ZMIZ1"	"ENSG00000108175"	"Zinc fingers MIZ-type"	"zinc finger MIZ-type containing 1"	"NM_020338"
"ZMIZ2"	"ENSG00000122515"	"Zinc fingers MIZ-type"	"zinc finger MIZ-type containing 2"	"NM_031449"
"ZMPSTE24"	"ENSG00000084073"	"NULL"	"zinc metallopeptidase STE24"	"NM_005857"
"ZMYM1"	"ENSG00000197056"	"Zinc fingers MYM-type"	"zinc finger MYM-type containing 1"	"NM_024772"
"ZMYM2"	"ENSG00000121741"	"Zinc fingers MYM-type"	"zinc finger MYM-type containing 2"	"NM_003453"
"ZMYM3"	"ENSG00000147130"	"Zinc fingers MYM-type"	"zinc finger MYM-type containing 3"	"NM_201599"
"ZMYM4"	"ENSG00000146463"	"Zinc fingers MYM-type"	"zinc finger MYM-type containing 4"	"NM_005095"
"ZMYM5"	"ENSG00000132950"	"Zinc fingers MYM-type"	"zinc finger MYM-type containing 5"	"NM_014242"
"ZMYM6"	"ENSG00000163867"	"Zinc fingers MYM-type"	"zinc finger MYM-type containing 6"	"NM_007167"
"ZMYND8"	"ENSG00000101040"	"Zinc fingers MYND-type;PHD finger proteins;PWWP domain containing;Bromodomain containing"	"zinc finger MYND-type containing 8"	"NM_183047"
"ZMYND10"	"ENSG00000004838"	"Zinc fingers MYND-type;Axonemal dynein assembly factors"	"zinc finger MYND-type containing 10"	"NM_015896"
"ZMYND11"	"ENSG00000015171"	"Zinc fingers MYND-type;PHD finger proteins;PWWP domain containing;Bromodomain containing"	"zinc finger MYND-type containing 11"	"NM_006624"
"ZMYND12"	"ENSG00000066185"	"Zinc fingers MYND-type"	"zinc finger MYND-type containing 12"	"NM_032257"
"ZMYND15"	"ENSG00000141497"	"Zinc fingers MYND-type"	"zinc finger MYND-type containing 15"	"NM_032265"
"ZMYND19"	"ENSG00000165724"	"Zinc fingers MYND-type"	"zinc finger MYND-type containing 19"	"NM_138462"
"ZNF2"	"ENSG00000275111"	"Zinc fingers C2H2-type"	"zinc finger protein 2"	"NM_021088"
"ZNF3"	"ENSG00000166526"	"Zinc fingers C2H2-type"	"zinc finger protein 3"	"NM_017715"
"ZNF7"	"ENSG00000147789"	"Zinc fingers C2H2-type"	"zinc finger protein 7"	"NM_003416"
"ZNF8"	"ENSG00000278129"	"Zinc fingers C2H2-type"	"zinc finger protein 8"	"NM_021089"
"ZNF10"	"ENSG00000256223"	"Zinc fingers C2H2-type"	"zinc finger protein 10"	"NM_015394"
"ZNF12"	"ENSG00000164631"	"Zinc fingers C2H2-type"	"zinc finger protein 12"	"NM_016265"
"ZNF14"	"ENSG00000105708"	"Zinc fingers C2H2-type"	"zinc finger protein 14"	"NM_021030"
"ZNF16"	"ENSG00000170631"	"Zinc fingers C2H2-type"	"zinc finger protein 16"	"NM_006958"
"ZNF17"	"ENSG00000186272"	"Zinc fingers C2H2-type"	"zinc finger protein 17"	"NM_006959"
"ZNF18"	"ENSG00000154957"	"Zinc fingers C2H2-type;SCAN domain containing"	"zinc finger protein 18"	"XM_085596"
"ZNF19"	"ENSG00000157429"	"Zinc fingers C2H2-type"	"zinc finger protein 19"	"NM_006961"
"ZNF20"	"ENSG00000132010"	"Zinc fingers C2H2-type"	"zinc finger protein 20"	"NM_021143"
"ZNF22"	"ENSG00000165512"	"Zinc fingers C2H2-type"	"zinc finger protein 22"	"NM_006963"
"ZNF23"	"ENSG00000167377"	"Zinc fingers C2H2-type"	"zinc finger protein 23"	"NM_145911"
"ZNF24"	"ENSG00000172466"	"Zinc fingers C2H2-type;SCAN domain containing"	"zinc finger protein 24"	"NM_006965"
"ZNF25"	"ENSG00000175395"	"Zinc fingers C2H2-type"	"zinc finger protein 25"	"NM_145011;NM_006966"
"ZNF26"	"ENSG00000198393"	"Zinc fingers C2H2-type"	"zinc finger protein 26"	"NM_019591"
"ZNF28"	"ENSG00000198538"	"Zinc fingers C2H2-type"	"zinc finger protein 28"	"NM_006969"
"ZNF30"	"ENSG00000168661"	"Zinc fingers C2H2-type"	"zinc finger protein 30"	"NM_194325"
"ZNF32"	"ENSG00000169740"	"Zinc fingers C2H2-type"	"zinc finger protein 32"	"NM_006973"
"ZNF33A"	"ENSG00000189180"	"Zinc fingers C2H2-type"	"zinc finger protein 33A"	"NM_006974"
"ZNF33B"	"ENSG00000196693"	"Zinc fingers C2H2-type"	"zinc finger protein 33B"	"NM_006955"
"ZNF34"	"ENSG00000196378"	"Zinc fingers C2H2-type"	"zinc finger protein 34"	"NM_030580"
"ZNF35"	"ENSG00000169981"	"Zinc fingers C2H2-type"	"zinc finger protein 35"	"NM_003420"
"ZNF37A"	"ENSG00000075407"	"Zinc fingers C2H2-type"	"zinc finger protein 37A"	"NM_003421"
"ZNF41"	"ENSG00000147124"	"Zinc fingers C2H2-type;X-linked mental retardation"	"zinc finger protein 41"	"NM_153380"
"ZNF43"	"ENSG00000198521"	"Zinc fingers C2H2-type"	"zinc finger protein 43"	"NM_003423"
"ZNF44"	"ENSG00000197857"	"Zinc fingers C2H2-type"	"zinc finger protein 44"	"NM_016264"
"ZNF45"	"ENSG00000124459"	"Zinc fingers C2H2-type"	"zinc finger protein 45"	"NM_003425"
"ZNF48"	"ENSG00000180035"	"Zinc fingers C2H2-type"	"zinc finger protein 48"	"NM_152652"
"ZNF57"	"ENSG00000171970"	"Zinc fingers C2H2-type"	"zinc finger protein 57"	"NM_173480"
"ZNF66"	"ENSG00000160229"	"NULL"	"zinc finger protein 66"	"NM_001355197"
"ZNF69"	"ENSG00000198429"	"Zinc fingers C2H2-type"	"zinc finger protein 69"	"NM_021915"
"ZNF70"	"ENSG00000187792"	"Zinc fingers C2H2-type"	"zinc finger protein 70"	"NM_021916"
"ZNF71"	"ENSG00000197951"	"Zinc fingers C2H2-type"	"zinc finger protein 71"	"NM_021216"
"ZNF74"	"ENSG00000185252"	"Zinc fingers C2H2-type"	"zinc finger protein 74"	"NM_003426"
"ZNF75A"	"ENSG00000162086"	"Zinc fingers C2H2-type"	"zinc finger protein 75a"	"NM_153028"
"ZNF75D"	"ENSG00000186376"	"Zinc fingers C2H2-type;SCAN domain containing"	"zinc finger protein 75D"	"NM_007131"
"ZNF76"	"ENSG00000065029"	"Zinc fingers C2H2-type"	"zinc finger protein 76"	"NM_003427"
"ZNF77"	"ENSG00000175691"	"Zinc fingers C2H2-type"	"zinc finger protein 77"	"NM_021217"
"ZNF79"	"ENSG00000196152"	"Zinc fingers C2H2-type"	"zinc finger protein 79"	"NM_007135"
"ZNF80"	"ENSG00000174255"	"Zinc fingers C2H2-type"	"zinc finger protein 80"	"NM_007136"
"ZNF81"	"ENSG00000197779"	"Zinc fingers C2H2-type;X-linked mental retardation"	"zinc finger protein 81"	"NM_007137"
"ZNF83"	"ENSG00000167766"	"Zinc fingers C2H2-type"	"zinc finger protein 83"	"NM_018300"
"ZNF84"	"ENSG00000198040"	"Zinc fingers C2H2-type"	"zinc finger protein 84"	"NM_003428"
"ZNF85"	"ENSG00000105750"	"Zinc fingers C2H2-type"	"zinc finger protein 85"	"NM_003429"
"ZNF90"	"ENSG00000213988"	"Zinc fingers C2H2-type"	"zinc finger protein 90"	"NM_007138"
"ZNF91"	"ENSG00000167232"	"Zinc fingers C2H2-type"	"zinc finger protein 91"	"NM_003430"
"ZNF92"	"ENSG00000146757"	"Zinc fingers C2H2-type"	"zinc finger protein 92"	"NM_152626"
