"symbol"	"ensembl_gene_id"	"gene_family"	"name"	"refseq_accession"
"NBPF7"	"ENSG00000215864"	"NBPF members"	"NBPF member 7"	"XM_291607"
"NBPF8"	"ENSG00000270231"	"NBPF members"	"NBPF member 8"	"NM_001037501"
"NDUFC2-KCTD14"	"ENSG00000259112"	"NULL"	"NDUFC2-KCTD14 readthrough"	"NM_001203260"
"NEDD8-MDP1"	"ENSG00000255526"	"NULL"	"NEDD8-MDP1 readthrough"	"NM_001199823.1"
"NHCP1"	NA	"NULL"	"non-histone chromosome protein 1"	"NULL"
"NME1-NME2"	"ENSG00000011052"	"NULL"	"NME1-NME2 readthrough"	"NM_001018136"
"NPCDR1"	NA	"NULL"	"nasopharyngeal carcinoma, down-regulated 1"	"NULL"
"NPHP3-ACAD11"	"ENSG00000274810"	"NULL"	"NPHP3-ACAD11 readthrough (NMD candidate)"	"NR_037804"
"NPIPA9"	"ENSG00000233024"	"NULL"	"nuclear pore complex interacting protein family, member A9"	"NG_053050"
"NPIPB2"	"ENSG00000234719"	"NULL"	"nuclear pore complex interacting protein family, member B2"	"NG_012736"
"NPIPB7"	"ENSG00000233232"	"NULL"	"nuclear pore complex interacting protein family member B7"	"NG_023370"
"NPIPB12"	"ENSG00000169203"	"NULL"	"nuclear pore complex interacting protein family, member B12"	"NM_001355401"
"NR1I4"	NA	"NULL"	"nuclear receptor subfamily 1 group I member 4"	"NULL"
"NT3"	NA	"NULL"	"3'-nucleotidase"	"NULL"
"NT5C1B-RDH14"	"ENSG00000250741"	"NULL"	"NT5C1B-RDH14 readthrough"	"NM_001199103.1"
"OOSP1"	"ENSG00000284873"	"OOSP family"	"oocyte secreted protein 1"	"NR_130719"
"OR1F12"	"ENSG00000220721"	"Olfactory receptors, family 1"	"olfactory receptor family 1 subfamily F member 12"	"NM_001355425"
"P2RX5-TAX1BP3"	"ENSG00000257950"	"NULL"	"P2RX5-TAX1BP3 readthrough (NMD candidate)"	"NR_037928"
"PABX"	NA	"NULL"	"pseudoautosomal boundary region, X-linked"	"NULL"
"PABY"	NA	"NULL"	"pseudoautosomal boundary region, Y-linked"	"NULL"
"PALM2-AKAP2"	"ENSG00000157654"	"NULL"	"PALM2-AKAP2 readthrough"	"NM_007203"
"PBG1"	NA	"NULL"	"pancreatic beta cell glycoprotein 1"	"NULL"
"PCDHA1"	"ENSG00000204970"	"Clustered protocadherins"	"protocadherin alpha 1"	"NM_018900"
"PCDHA2"	"ENSG00000204969"	"Clustered protocadherins"	"protocadherin alpha 2"	"NM_018905"
"PCDHA3"	"ENSG00000255408"	"Clustered protocadherins"	"protocadherin alpha 3"	"NM_018906"
"PCDHA4"	"ENSG00000204967"	"Clustered protocadherins"	"protocadherin alpha 4"	"NM_018907"
"PCDHA5"	"ENSG00000204965"	"Clustered protocadherins"	"protocadherin alpha 5"	"NM_018908"
"PCDHA6"	"ENSG00000081842"	"Clustered protocadherins"	"protocadherin alpha 6"	"NM_018909"
"PCDHA7"	"ENSG00000204963"	"Clustered protocadherins"	"protocadherin alpha 7"	"NM_018910"
"PCDHA8"	"ENSG00000204962"	"Clustered protocadherins"	"protocadherin alpha 8"	"NM_018911"
"PCDHA9"	"ENSG00000204961"	"Clustered protocadherins"	"protocadherin alpha 9"	"NM_031857"
"PCDHA10"	"ENSG00000250120"	"Clustered protocadherins"	"protocadherin alpha 10"	"NM_018901"
"PCDHA11"	"ENSG00000249158"	"Clustered protocadherins"	"protocadherin alpha 11"	"NM_018902"
"PCDHA12"	"ENSG00000251664"	"Clustered protocadherins"	"protocadherin alpha 12"	"NM_018903"
"PCDHA13"	"ENSG00000239389"	"Clustered protocadherins"	"protocadherin alpha 13"	"NM_018904"
"PCDHAC1"	"ENSG00000248383"	"Clustered protocadherins"	"protocadherin alpha subfamily C, 1"	"NM_018898"
"PCDHAC2"	"ENSG00000243232"	"Clustered protocadherins"	"protocadherin alpha subfamily C, 2"	"NM_018899"
"PCDHACT"	NA	"Clustered protocadherins"	"protocadherin alpha constant"	"NG_000016"
"PCDHB1"	"ENSG00000171815"	"Clustered protocadherins"	"protocadherin beta 1"	"NM_013340"
"PCDHB2"	"ENSG00000112852"	"Clustered protocadherins"	"protocadherin beta 2"	"NM_018936"
"PCDHB3"	"ENSG00000113205"	"Clustered protocadherins"	"protocadherin beta 3"	"NM_018937"
"PCDHB4"	"ENSG00000081818"	"Clustered protocadherins"	"protocadherin beta 4"	"NM_018938"
"PCDHB5"	"ENSG00000113209"	"Clustered protocadherins"	"protocadherin beta 5"	"NM_015669"
"PCDHB6"	"ENSG00000113211"	"Clustered protocadherins"	"protocadherin beta 6"	"NM_018939"
"PCDHB7"	"ENSG00000113212"	"Clustered protocadherins"	"protocadherin beta 7"	"NM_018940"
"PCDHB8"	"ENSG00000120322"	"Clustered protocadherins"	"protocadherin beta 8"	"NM_019120"
"PCDHB9"	"ENSG00000177839"	"Clustered protocadherins"	"protocadherin beta 9"	"NM_019119"
"PCDHB10"	"ENSG00000120324"	"Clustered protocadherins"	"protocadherin beta 10"	"NM_018930"
"PCDHB11"	"ENSG00000197479"	"Clustered protocadherins"	"protocadherin beta 11"	"NM_018931"
"PCDHB12"	"ENSG00000120328"	"Clustered protocadherins"	"protocadherin beta 12"	"NM_018932"
"PCDHB13"	"ENSG00000187372"	"Clustered protocadherins"	"protocadherin beta 13"	"NM_018933"
"PCDHB14"	"ENSG00000120327"	"Clustered protocadherins"	"protocadherin beta 14"	"NM_018934"
"PCDHB15"	"ENSG00000113248"	"Clustered protocadherins"	"protocadherin beta 15"	"NM_018935"
"PCDHB16"	"ENSG00000272674"	"Clustered protocadherins"	"protocadherin beta 16"	"NM_020957"
"PCDHGA1"	"ENSG00000204956"	"Clustered protocadherins"	"protocadherin gamma subfamily A, 1"	"NM_018912"
"PCDHGA2"	"ENSG00000081853"	"Clustered protocadherins"	"protocadherin gamma subfamily A, 2"	"NM_018915"
"PCDHGA3"	"ENSG00000254245"	"Clustered protocadherins"	"protocadherin gamma subfamily A, 3"	"NM_018916"
"PCDHGA4"	"ENSG00000262576"	"Clustered protocadherins"	"protocadherin gamma subfamily A, 4"	"NM_018917"
"PCDHGA5"	"ENSG00000253485"	"Clustered protocadherins"	"protocadherin gamma subfamily A, 5"	"NM_018918"
"PCDHGA6"	"ENSG00000253731"	"Clustered protocadherins"	"protocadherin gamma subfamily A, 6"	"NM_018919"
"PCDHGA7"	"ENSG00000253537"	"Clustered protocadherins"	"protocadherin gamma subfamily A, 7"	"NM_018920"
"PCDHGA8"	"ENSG00000253767"	"Clustered protocadherins"	"protocadherin gamma subfamily A, 8"	"NM_032088"
"PCDHGA9"	"ENSG00000261934"	"Clustered protocadherins"	"protocadherin gamma subfamily A, 9"	"NM_018921"
"PCDHGA10"	"ENSG00000253846"	"Clustered protocadherins"	"protocadherin gamma subfamily A, 10"	"NM_018913"
"PCDHGA11"	"ENSG00000253873"	"Clustered protocadherins"	"protocadherin gamma subfamily A, 11"	"NM_018914"
"PCDHGA12"	"ENSG00000253159"	"Clustered protocadherins"	"protocadherin gamma subfamily A, 12"	"NM_003735"
"PCDHGB1"	"ENSG00000254221"	"Clustered protocadherins"	"protocadherin gamma subfamily B, 1"	"NM_018922"
"PCDHGB2"	"ENSG00000253910"	"Clustered protocadherins"	"protocadherin gamma subfamily B, 2"	"NM_018923"
"PCDHGB3"	"ENSG00000262209"	"Clustered protocadherins"	"protocadherin gamma subfamily B, 3"	"NM_018924"
"PCDHGB4"	"ENSG00000253953"	"Clustered protocadherins"	"protocadherin gamma subfamily B, 4"	"NM_003736"
"PCDHGB5"	"ENSG00000276547"	"Clustered protocadherins"	"protocadherin gamma subfamily B, 5"	"NM_018925"
"PCDHGB6"	"ENSG00000253305"	"Clustered protocadherins"	"protocadherin gamma subfamily B, 6"	"NM_018926"
"PCDHGB7"	"ENSG00000254122"	"Clustered protocadherins"	"protocadherin gamma subfamily B, 7"	"NM_018927"
"PCDHGC3"	"ENSG00000240184"	"Clustered protocadherins"	"protocadherin gamma subfamily C, 3"	"NM_002588"
"PCDHGC4"	"ENSG00000242419"	"Clustered protocadherins"	"protocadherin gamma subfamily C, 4"	"NM_018928"
"PCDHGC5"	"ENSG00000240764"	"Clustered protocadherins"	"protocadherin gamma subfamily C, 5"	"NM_018929"
"PCDHGCT"	NA	"Clustered protocadherins"	"protocadherin gamma constant"	"NULL"
"PCOTH"	"ENSG00000205861"	"NULL"	"Pro-X-Gly collagen triple helix like repeat containing"	"NM_001014442"
"PEPB"	NA	"NULL"	"peptidase B"	"NULL"
"PEPC"	NA	"NULL"	"peptidase C"	"NULL"
"PEPE"	NA	"NULL"	"peptidase E"	"NULL"
"PMF1-BGLAP"	"ENSG00000260238"	"NULL"	"PMF1-BGLAP readthrough"	"NM_001199661"
"POC1B-GALNT4"	"ENSG00000259075"	"NULL"	"POC1B-GALNT4 readthrough"	"NM_001199781"
"POTEA"	"ENSG00000188877"	"Ankyrin repeat domain containing;POTE ankyrin domain containing"	"POTE ankyrin domain family member A"	"NM_001002920"
"PPAN-P2RY11"	"ENSG00000243207"	"NULL"	"PPAN-P2RY11 readthrough"	"NM_001040664"
"PPT2-EGFL8"	"ENSG00000258388"	"NULL"	"PPT2-EGFL8 readthrough (NMD candidate)"	"NR_037861"
"PQBP4"	NA	"NULL"	"polyglutamine binding protein 4"	"NULL"
"PR@"	NA	"NULL"	"proline rich protein gene cluster"	"NULL"
"PRAMEF13"	"ENSG00000279169"	"PRAME family"	"PRAME family member 13"	"NM_001291380"
"PRR5-ARHGAP8"	"ENSG00000248405"	"NULL"	"PRR5-ARHGAP8 readthrough"	"NM_181334"
"PRR21"	"ENSG00000221961"	"NULL"	"proline rich 21"	"NM_001080835"
"PRR31"	"ENSG00000198454"	"NULL"	"proline rich 31"	"NM_001351145"
"PRSM2"	NA	"NULL"	"protease, metallo, 2"	"NULL"
"PRSS40A"	"ENSG00000183292"	"NULL"	"serine protease 40A"	"NR_027313"
"PRSS40B"	"ENSG00000184761"	"NULL"	"serine protease 40B"	"NR_033930"
"PRSS44"	"ENSG00000226074"	"Serine proteases"	"serine protease 44"	"XM_001131213"
"PRSS47"	NA	"Serine proteases"	"serine protease 47"	"XR_078416"
"PSBP1"	NA	"NULL"	"prostatic steroid binding protein 1"	"NULL"
"PTGER4P2-CDK2AP2P2"	NA	"NULL"	"PTGER4P2-CDK2AP2P2 readthrough, transcribed pseudogene"	"NR_024496"
"PTGES3L-AARSD1"	"ENSG00000108825"	"NULL"	"PTGES3L-AARSD1 readthrough"	"NM_025267"
"PTPRZ2"	NA	"NULL"	"protein tyrosine phosphatase, receptor type, Z2"	"NULL"
"RAB4B-EGLN2"	"ENSG00000171570"	"NULL"	"RAB4B-EGLN2 readthrough (NMD candidate)"	"NR_037791"
"RAMACL"	"ENSG00000235272"	"NULL"	"RNA guanine-7 methyltransferase activating subunit like (pseudogene)"	"NG_005047"
"RBAK-RBAKDN"	"ENSG00000272968"	"NULL"	"RBAK-RBAKDN readthrough"	"NM_001204513"
"RBM14-RBM4"	"ENSG00000248643"	"NULL"	"RBM14-RBM4 readthrough"	"NM_001198845.1"
"RBMY1C"	NA	"RNA binding motif containing"	"RNA binding motif protein, Y-linked, family 1, member C"	"NULL"
"RNASEK-C17orf49"	"ENSG00000161939"	"NULL"	"RNASEK-C17orf49 readthrough"	"NR_037717"
"RNF103-CHMP3"	"ENSG00000249884"	"NULL"	"RNF103-CHMP3 readthrough"	"NM_001198954.1"
"RPL17-C18orf32"	"ENSG00000215472"	"NULL"	"RPL17-C18orf32 readthrough"	"NM_001199355"
"RPL36A-HNRNPH2"	"ENSG00000257529"	"NULL"	"RPL36A-HNRNPH2 readthrough"	"NM_001199973"
"RPS10-NUDT3"	"ENSG00000270800"	"NULL"	"RPS10-NUDT3 readthrough"	"NM_001202470"
"RPSAP58"	"ENSG00000225178"	"NULL"	"ribosomal protein SA pseudogene 58"	"NR_003662"
"RTEL1-TNFRSF6B"	"ENSG00000026036"	"NULL"	"RTEL1-TNFRSF6B readthrough (NMD candidate)"	"NR_037882"
"S7"	NA	"NULL"	"surface antigen (chromosome 7) 2"	"NULL"
"S11"	NA	"NULL"	"surface antigen (X-linked) 2"	"NULL"
"S12"	NA	"NULL"	"surface antigen (X-linked) 3"	"NULL"
"S100A7L2"	"ENSG00000197364"	"S100 calcium binding proteins;EF-hand domain containing"	"S100 calcium binding protein A7 like 2"	"NM_001045479"
"SAA@"	NA	"NULL"	"serum amyloid A1 cluster"	"NULL"
"SAA2-SAA4"	"ENSG00000255071"	"NULL"	"SAA2-SAA4 readthrough"	"NM_001199744.1"
"SCART1"	"ENSG00000214279"	"Scavenger receptor cysteine rich domain containing"	"scavenger receptor family member expressed on T cells 1"	"NR_002934"
"SEA"	NA	"NULL"	"S13 erythroblastosis (avian) oncogene homolog"	"NULL"
"SEC22B2"	"ENSG00000274423"	"NULL"	"SEC22 homolog B2"	"XM_017003058"
"SEC22B3"	"ENSG00000275140"	"NULL"	"SEC22 homolog B3"	"XM_017003060"
"SENP3-EIF4A1"	"ENSG00000277957"	"NULL"	"SENP3-EIF4A1 readthrough (NMD candidate)"	"NR_037926"
"SLX1A-SULT1A3"	"ENSG00000213599"	"NULL"	"SLX1A-SULT1A3 readthrough (NMD candidate)"	"NR_037608"
"SLX1B-SULT1A4"	"ENSG00000260280"	"NULL"	"SLX1B-SULT1A4 readthrough (NMD candidate)"	"NR_037609"
"SMIM25"	"ENSG00000224397"	"NULL"	"small integral membrane protein 25"	"NM_001278655"
"SMPD5"	"ENSG00000204791"	"NULL"	"sphingomyelin phosphodiesterase 5"	"XM_024447353"
"SPATA31C1"	"ENSG00000230246"	"NULL"	"SPATA31 subfamily C member 1"	"NM_001145124"
"SPATA31C2"	"ENSG00000177910"	"NULL"	"SPATA31 subfamily C member 2"	"NM_001166137"
"SPDYE11"	"ENSG00000275976"	"NULL"	"speedy/RINGO cell cycle regulator family member E11"	"NM_001351349"
"SPDYE17"	"ENSG00000186645"	"NULL"	"speedy/RINGO cell cycle regulator family member E17"	"NM_001351351"
"SPDYE18"	"ENSG00000205482"	"NULL"	"speedy/RINGO cell cycle regulator family member E18"	"NM_001351348"
"SPECC1L-ADORA2A"	"ENSG00000258555"	"NULL"	"SPECC1L-ADORA2A readthrough (NMD candidate)"	"NR_103546"
"SSU72P2"	"ENSG00000284306"	"NULL"	"SSU72 pseudogene 2"	"NG_008908"
"SSU72P3"	"ENSG00000284546"	"NULL"	"SSU72 pseudogene 3"	"NG_008900"
"SSU72P4"	"ENSG00000283873"	"NULL"	"SSU72 pseudogene 4"	"NG_008912"
"SSU72P5"	"ENSG00000284018"	"NULL"	"SSU72 pseudogene 5"	"NG_008904"
"SSU72P7"	"ENSG00000284438"	"NULL"	"SSU72 pseudogene 7"	"NG_008909"
"SSU72P8"	"ENSG00000230268"	"NULL"	"SSU72 pseudogene 8"	"NG_012760"
"ST7-OT4"	"ENSG00000214188"	"NULL"	"ST7 overlapping transcript 4"	"NR_002329"
"ST20-MTHFS"	"ENSG00000259332"	"NULL"	"ST20-MTHFS readthrough"	"NM_001199760"
"STAG3L5P-PVRIG2P-PILRB"	"ENSG00000272752"	"NULL"	"STAG3L5P-PVRIG2P-PILRB readthrough"	"NR_036569"
"STON1-GTF2A1L"	"ENSG00000068781"	"NULL"	"STON1-GTF2A1L readthrough"	"NM_001198593"
"STX16-NPEPL1"	"ENSG00000254995"	"NULL"	"STX16-NPEPL1 readthrough (NMD candidate)"	"NR_037945.1"
"SUGT1P4-STRA6LP"	"ENSG00000254876"	"NULL"	"SUGT1P4-STRA6LP readthrough"	"NR_036526"
"SUGT1P4-STRA6LP-CCDC180"	NA	"NULL"	"SUGT1P4-STRA6LP-CCDC180 readthrough"	"NR_036527"
"SUPT20HL2"	"ENSG00000223611"	"NULL"	"SUPT20H like 2"	"NM_001136233"
"SYNJ2BP-COX16"	"ENSG00000258644"	"NULL"	"SYNJ2BP-COX16 readthrough"	"NM_001202547"
"SYS1-DBNDD2"	"ENSG00000254806"	"NULL"	"SYS1-DBNDD2 readthrough (NMD candidate)"	"NR_003189"
"TAF11L1"	"ENSG00000284552"	"NULL"	"TATA-box binding protein associated factor 11 like 1"	"NG_023218"
"TAF11L2"	"ENSG00000284373"	"NULL"	"TATA-box binding protein associated factor 11 like 2"	"NG_009570"
"TAF11L3"	"ENSG00000284439"	"NULL"	"TATA-box binding protein associated factor 11 like 3"	"NG_023219"
"TAF11L4"	"ENSG00000284283"	"NULL"	"TATA-box binding protein associated factor 11 like 4"	"NG_023220"
"TAF11L5"	"ENSG00000284234"	"NULL"	"TATA-box binding protein associated factor 11 like 5"	"NG_023221"
"TAF11L6"	"ENSG00000284042"	"NULL"	"TATA-box binding protein associated factor 11 like 6"	"NG_023222"
"TAF11L7"	"ENSG00000284465"	"NULL"	"TATA-box binding protein associated factor 11 like 7"	"NULL"
"TAF11L8"	"ENSG00000283967"	"NULL"	"TATA-box binding protein associated factor 11 like 8"	"NULL"
"TAF11L9"	"ENSG00000283988"	"NULL"	"TATA-box binding protein associated factor 11 like 9"	"NULL"
"TAF11L10"	"ENSG00000284356"	"NULL"	"TATA-box binding protein associated factor 11 like 10"	"NULL"
"TAF11L11"	"ENSG00000283740"	"NULL"	"TATA-box binding protein associated factor 11 like 11"	"NULL"
"TAF11L12"	"ENSG00000249156"	"NULL"	"TATA-box binding protein associated factor 11 like 12"	"NULL"
"TAF11L13"	"ENSG00000283776"	"NULL"	"TATA-box binding protein associated factor 11 like 13"	"NULL"
"TAF11L14"	"ENSG00000250782"	"NULL"	"TATA-box binding protein associated factor 11 like 14"	"NULL"
"TAS2R22"	NA	"Taste 2 receptors"	"taste 2 receptor member 22"	"NULL"
"TAS2R33"	NA	"Taste 2 receptors"	"taste 2 receptor member 33"	"NULL"
"TAS2R36"	NA	"Taste 2 receptors"	"taste 2 receptor member 36"	"NULL"
"TAS2R37"	NA	"Taste 2 receptors"	"taste 2 receptor member 37"	"NULL"
"TBC1D3J"	"ENSG00000274658"	"NULL"	"TBC1 domain family member 3J"	"NM_001355571"
"TBC1D3P1-DHX40P1"	"ENSG00000267104"	"NULL"	"TBC1D3P1-DHX40P1 readthrough, transcribed pseudogene"	"NR_002924"
"TBXA1R"	NA	"NULL"	"thromboxane A1 receptor"	"NULL"
"TCAF2C"	"ENSG00000283528"	"NULL"	"TRPM8 channel associated factor 2C"	"NG_028894"
"TCL4"	NA	"NULL"	"T cell leukemia/lymphoma 4"	"NULL"
"TDRG1"	"ENSG00000204091"	"Long non-coding RNAs (published)"	"testis development related 1"	"NR_024015"
"TEN1-CDK3"	"ENSG00000261408"	"NULL"	"TEN1-CDK3 readthrough (NMD candidate)"	"NR_037709"
"TGIF2-RAB5IF"	"ENSG00000259399"	"NULL"	"TGIF2-RAB5IF readthrough"	"NM_001199535"
"TM4SF19-TCTEX1D2"	"ENSG00000273331"	"NULL"	"TM4SF19-TCTEX1D2 readthrough (NMD candidate)"	"NR_037950"
"TMED7-TICAM2"	"ENSG00000251201"	"NULL"	"TMED7-TICAM2 readthrough"	"NM_001164468"
"TMEM56-RWDD3"	"ENSG00000271092"	"NULL"	"TMEM56-RWDD3 readthrough"	"NM_001199691"
"TMEM75"	"ENSG00000280055"	"NULL"	"transmembrane protein 75"	"NR_103558"
"TMEM110-MUSTN1"	"ENSG00000248592"	"NULL"	"TMEM110-MUSTN1 readthrough"	"NM_001198974"
"TMEM183B"	"ENSG00000224831"	"NULL"	"transmembrane protein 183B"	"NM_001079809"
"TMEM189-UBE2V1"	"ENSG00000124208"	"NULL"	"TMEM189-UBE2V1 readthrough"	"NM_199203"
"TMEM238L"	"ENSG00000263429"	"NULL"	"transmembrane protein 238 like"	"NR_036581"
"TMEM256-PLSCR3"	"ENSG00000262481"	"NULL"	"TMEM256-PLSCR3 readthrough (NMD candidate)"	"NR_037719"
"TMX2-CTNND1"	"ENSG00000254462"	"NULL"	"TMX2-CTNND1 readthrough (NMD candidate)"	"NR_037646.1"
"TNFSF12-TNFSF13"	"ENSG00000248871"	"NULL"	"TNFSF12-TNFSF13 readthrough"	"NM_172089"
"TNRC17"	NA	"Trinucleotide repeat containing"	"trinucleotide repeat containing 17"	"NR_146582"
"TPTEP2-CSNK1E"	"ENSG00000283900"	"NULL"	"TPTEP2-CSNK1E readthrough"	"NM_001289912"
"TRAC"	"ENSG00000277734"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha constant"	"NG_001332"
"TRAJ1"	"ENSG00000211888"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 1 (non-functional)"	"NG_001332"
"TRAJ2"	"ENSG00000211887"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 2 (non-functional)"	"NG_001332"
"TRAJ3"	"ENSG00000211886"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 3"	"NG_001332"
"TRAJ4"	"ENSG00000211885"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 4"	"NG_001332"
"TRAJ5"	"ENSG00000211884"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 5"	"NG_001332"
"TRAJ6"	"ENSG00000211883"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 6"	"NG_001332"
"TRAJ7"	"ENSG00000211882"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 7"	"NG_001332"
"TRAJ8"	"ENSG00000211881"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 8"	"NG_001332"
"TRAJ9"	"ENSG00000211880"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 9"	"NG_001332"
"TRAJ10"	"ENSG00000211879"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 10"	"NG_001332"
"TRAJ11"	"ENSG00000211878"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 11"	"NG_001332"
"TRAJ12"	"ENSG00000211877"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 12"	"NG_001332"
"TRAJ13"	"ENSG00000211876"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 13"	"NG_001332"
"TRAJ14"	"ENSG00000211875"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 14"	"NG_001332"
"TRAJ15"	NA	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 15"	"NG_001332"
"TRAJ16"	"ENSG00000211873"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 16"	"NG_001332"
"TRAJ17"	"ENSG00000211872"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 17"	"NG_001332"
"TRAJ18"	"ENSG00000211871"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 18"	"NG_001332"
"TRAJ19"	"ENSG00000211870"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 19 (non-functional)"	"NG_001332"
"TRAJ20"	"ENSG00000211869"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 20"	"NG_001332"
"TRAJ21"	"ENSG00000211868"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 21"	"NG_001332"
"TRAJ22"	"ENSG00000211867"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 22"	"NG_001332"
"TRAJ23"	"ENSG00000211866"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 23"	"NG_001332"
"TRAJ24"	"ENSG00000211865"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 24"	"NG_001332"
"TRAJ25"	"ENSG00000211864"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 25 (non-functional)"	"NG_001332"
"TRAJ26"	"ENSG00000211863"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 26"	"NG_001332"
"TRAJ27"	"ENSG00000211862"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 27"	"NG_001332"
"TRAJ28"	"ENSG00000211861"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 28"	"NG_001332"
"TRAJ29"	"ENSG00000211860"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 29"	"NG_001332"
"TRAJ30"	"ENSG00000211859"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 30"	"NG_001332"
"TRAJ31"	"ENSG00000211858"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 31"	"NG_001332"
"TRAJ32"	"ENSG00000211857"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 32"	"NG_001332"
"TRAJ33"	"ENSG00000211856"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 33"	"NG_001332"
"TRAJ34"	"ENSG00000211855"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 34"	"NG_001332"
"TRAJ35"	"ENSG00000211854"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 35 (non-functional)"	"NG_001332"
"TRAJ36"	"ENSG00000276699"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 36"	"NG_001332"
"TRAJ37"	"ENSG00000278661"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 37"	"NG_001332"
"TRAJ38"	"ENSG00000211851"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 38"	"NG_001332"
"TRAJ39"	"ENSG00000211850"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 39"	"NG_001332"
"TRAJ40"	"ENSG00000211849"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 40"	"NG_001332"
"TRAJ41"	"ENSG00000211848"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 41"	"NG_001332"
"TRAJ42"	"ENSG00000211847"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 42"	"NG_001332"
"TRAJ43"	"ENSG00000211846"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 43"	"NG_001332"
"TRAJ44"	"ENSG00000211845"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 44"	"NG_001332"
"TRAJ45"	"ENSG00000211844"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 45"	"NG_001332"
"TRAJ46"	"ENSG00000211843"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 46"	"NG_001332"
"TRAJ47"	"ENSG00000211842"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 47"	"NG_001332"
"TRAJ48"	"ENSG00000211841"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 48"	"NG_001332"
"TRAJ49"	"ENSG00000211840"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 49"	"NG_001332"
"TRAJ50"	"ENSG00000211839"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 50"	"NG_001332"
"TRAJ52"	"ENSG00000211838"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 52"	"NG_001332"
"TRAJ53"	"ENSG00000211837"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 53"	"NG_001332"
"TRAJ54"	"ENSG00000211836"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 54"	"NG_001332"
"TRAJ56"	"ENSG00000211835"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 56"	"NG_001332"
"TRAJ57"	"ENSG00000211834"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 57"	"NG_001332"
